track_name,artist,cluster,popularity
Devil's Backbone,The Civil Wars,1,47
Waltzing Matilda,Will Moore,1,48
Girls Chase Boys,Ingrid Michaelson,3,56
The Woman I Love,Jason Mraz,3,48
The Love Me or Die,C.W. Stoneking,3,47
美しき花,Masaharu Fukuyama,3,29
Isn't She Lovely,Suy Galvez,3,28
世界中の誰よりきっと,Mone Kamishiraishi,3,28
Black Horse And The Cherry Tree,KT Tunstall,3,67
Drunks,Johnnyswim,2,29
Coming Home,Drew Holcomb;Ellie Holcomb;Drew Holcomb & The Neighbors,3,56
I'm Tore Down,Freddie King,3,54
Neighbor (Piano Version),JJ Heller,1,25
I Will Always Be Yours,Ben Rector,2,49
Nine on the Bortle,Days N Daze,0,28
Redemption,Frank Turner,3,28
Other Side Of The World,KT Tunstall,2,29
Setting Forth,Eddie Vedder,3,53
Eulogy,Frank Turner,1,28
Tarnished Ol' Photograph,Days N Daze,1,28
Rocksteady,Marc Broussard,3,28
Come on In,The Bridge City Sinners,3,28
Laugh While You Can,The Bridge City Sinners,3,28
Untainted Love,Frank Turner,2,28
Whiny Bitch,Harley Poe,3,28
I Wanna See It Burn,Days N Daze;Juicy Karkass,3,29
How Far Does the Dark Go?,Anya Marina,2,32
THATS WHAT I WANT (Acoustic),Adam Christopher,1,35
Dynamite - Acoustic,Hannah's Yard,3,49
Never Stop (Wedding Version),SafetySuit,3,52
You're Mine (The Chase),Meiko,3,31
パラレル・ラブ,Yosui Inoue;Tamio Okuda,3,28
Let Her Go,Boyce Avenue;Hannah Trigwell,1,48
So Are We,Canyon City,1,48
Shallow,Eddy Tyler,1,41
Hold Each Other (feat. Futuristic),A Great Big World;Futuristic,2,47
別れの予感,Hanare Gumi,3,28
I Was Born To Love You,Ray LaMontagne,1,60
Naked Heart,Aimyon,3,47
Days I Will Remember,Tyrone Wells,3,30
Smell the Coffee,Kaiak,1,49
Unlonely,Jason Mraz,3,51
See You Again,Boyce Avenue;Bea Miller,2,50
ゆめのなか,Sakura Fujiwara,3,28
More Than You Know - Acoustic Covers of Popular Songs,Filip Nordin,3,51
Nothing Really Matters,Gabrielle Aplin,2,45
Don't Wanna Know - Acoustic Version,The Mayries,1,54
Sweetest Thing,Allman Brown,1,54
A Safe Place to Land (feat. John Legend),Sara Bareilles;John Legend,1,57
Your Song,Suy Galvez,3,27
Billie Jean,The Civil Wars,1,57
Cadillac Assembly Line,"Melvin Taylor;Lucky Peterson;Titus Williams;Ray ""Killer"" Allison",1,55
Pirates of the Caribbean Theme,Eddie van der Meer,1,30
全て身に覚えのある痛みだろう?,Takehara Pistol,3,27
Life Is A Bitch,Luther Allison,3,41
オールドルーキー (再録),Takehara Pistol,2,28
You and I Both,Jason Mraz,3,57
The Past Recedes,John Frusciante,1,51
Laro Laro Laro,Maris Racal,1,27
Stones,Front Porch Step,3,27
Need You,Penny and Sparrow,3,58
When It's Gone,We The Heathens,3,27
Heaven Sent,Front Porch Step,1,27
Too Much Heaven,Gail Blanco,1,27
Face the Void,Ramshackle Glory,3,28
V: Fair Trade Death March,RENT STRIKE,2,27
Fate of a Coward,Days N Daze,3,28
Don't Start Me To Talkin',Sonny Boy Williamson II,0,30
Angel of Death,AJJ,3,28
Bitter Old Man - Live,Ramshackle Glory,3,28
You're a Witch,Harley Poe,0,28
Non Serviam,Frank Turner,2,27
The Gathering,Frank Turner,2,27
7 Years,Eric Lumiere,1,27
Comfort epershand Control,Days N Daze,1,28
Demons,Frank Turner,2,27
愛を伝えたいだとか,Aimyon,3,65
FUSHIGI,Gen Hoshino,3,49
Bad News Is Coming,Luther Allison,3,52
I Mean Love,Ethan Loukas,3,39
Night Bus,Gabrielle Aplin,2,38
Dark Matter,Andrew Belle,2,45
Doraemon,Gen Hoshino,3,41
Landslide,Carly Lyman;Jason Lux,1,49
I'd Rather Be With You [Radio Edit],Joshua Radin,2,28
Leave The Door Open - Acoustic,Blame Jones,3,51
Careful,Michelle Featherstone,2,35
Use Somebody - Acoustic,Lusaint,1,54
She Only Lies,Kurt Cobain,1,48
What About Us - Acoustic,Thomas Daniel,1,60
Hound Dog,Big Mama Thornton,3,57
Turn To Stone,Ingrid Michaelson,1,45
Drawn by the Wind (Arr. for Guitar),Joseph Sullinger,1,34
Don't Shy From The Light,Neulore,1,40
Memories (Acoustic),Ben Woodward,1,46
She’s The Song,Nathan Angelo,3,42
When You Fall in Love,Andrew Ripp,1,36
I Won’t Give Up,Jason Mraz,1,16
Suitcase,JJ Heller,1,46
Stitches,Filip Nordin,3,26
I 'll Play the Blues for You,"Melvin Taylor;Lucky Peterson;Titus Williams;Ray ""Killer"" Allison",1,52
PRIDE,Mone Kamishiraishi,1,26
The Power of Love,Gabrielle Aplin,1,50
Arms Of A Woman,Amos Lee,1,60
Seeing Other People,Donovan Woods,1,50
King of Anything,Sara Bareilles,3,61
Lost Cause - Acoustic Covers Versions of Popular Songs,Covers Culture;Acoustic Covers Culture;Lounge Covers Culture Of Popular Songs,1,26
The Weakness in Me,Keisha White,3,27
Honey,Austin Plaine,2,28
I Like to Be With Me When I'm With You,Drew Holcomb & The Neighbors,1,55
No More - Live,Eddie Vedder,0,45
On & On,Beans on Toast,3,26
A Million Years,Johnnyswim,3,28
End Of The Road,Eddie Vedder,1,48
"It Really Sucked, Actually",Not Half Bad,3,27
The Work,Frank Turner,2,27
Trenchfoot,Chuck Ragan,3,26
Unicron,AJJ,3,28
Issues,Violent Femmes,3,28
Darkest Heart,AJJ,2,28
Letter Home,"Defiance, Ohio",3,29
Control,NORMANDY;Lynn Miller,1,27
Fall Out,Days N Daze,3,28
The Gathering,Frank Turner,2,27
This Time Tomorrow,Brandi Carlile,1,60
Roll Me Through the Gates of Hell - Acoustic Version,Mischief Brew,3,28
SUN,Gen Hoshino,3,48
Sweet but Psycho - Acoustic,Parker Jenkins,1,43
I'm the One - Acoustic,Sunset & Highland,1,54
Magic,Gabrielle Aplin,3,49
Lost,Kris Allen,1,45
黄金の月,Shikao Suga,3,27
It Would Be You,Ben Rector,3,52
As It Was - Acoustic Instrumental,Guus Dielissen,1,41
Sweet Child O' Mine - Acoustic,Jae Hall,1,51
Beyond The Sea,Kina Grannis,1,48
Have I Told You Lately That I Love You - Acoustic,John Adams,1,52
Pilots,Andrew Ripp,3,39
さくら - 二〇一九,Naotaro Moriyama,1,27
Homeland,Chord Overstreet,2,41
The Hardest Thing,Tyler Ward,3,43
Supermarket Flowers,Postcards & Polaroids;Sad Boy,1,45
陽はまた昇る,Yu Takahashi,3,27
Swans,Unkle Bob,1,41
The Greatest Showman - Rewrite The Stars (Acoustic),The Cameron Collective,1,33
Perfect,Boyce Avenue,1,47
A Million Dreams - Acoustic,John Adams,1,48
3636,Aimyon,3,44
君はロックを聴かない,Aimyon,3,64
Tears In Heaven,Boyce Avenue,1,49
Paperweight by Joshua Radin and Schuyler Fisk,Joshua Radin,1,49
Meant to Be,JJ Heller,1,45
Paasa,Kurei,1,26
No Matter Where You Are - Wedding Version,Us The Duo,1,47
大安,Hanare Gumi,3,27
Now We're Starting Over Again,Suy Galvez,1,26
In the Morning,JJ Heller,1,48
My Babe,Little Walter,3,59
What a Time to Be Alive,Matt Pless,3,26
The Longer I Run,Peter Bradley Adams,1,53
You're Not Sorry - Acoustic Covers Versions of Popular Songs,Covers Culture;Acoustic Covers Culture;Lounge Covers Culture Of Popular Songs,1,26
"Don't Think Twice, It's All Right - Acoustic",Jay Filson,1,26
Is There Something,Suy Galvez,1,26
Living in the Moment,Jason Mraz,3,48
Other Side Of The World,KT Tunstall,3,61
Torches Are Calling,Days N Daze,3,27
Close to You,Gail Blanco,3,26
Far Behind,Eddie Vedder,2,50
Protest Songs,Ankle Grease,2,26
White Worms,AJJ,2,27
Miranda,Frank Turner,2,26
Linoleum,Frank Turner,3,26
God Gave Me You,Dave Barnes,2,49
Perfectly Dysfunctional,Days N Daze,3,27
Internet Song,Apes of the State,3,27
Welcome to Hell,Get Dead,3,26
Pop Virus,Gen Hoshino,3,47
All Too Well - Jake's Version,John Elliott,3,33
Dilemma,Brandon Chase;Taylor Manns,1,57
Miss You,Gabrielle Aplin,3,44
Kiss Me,Zak Manley,1,58
Teenage Dream,Sara Farell,1,48
White,Tim Halperin,3,39
All Falls Down,Linn Brikell,1,45
This Is Love,Zack Tabudlo,3,49
Still Falling For You - Acoustic,Sara Farell;Simon Samaeng,1,44
I Will Wait,The Mayries,1,44
Always Be My Baby,Rosie Thomas;The Shins;Sufjan Stevens;Josh Ottum,1,51
Jocelyn Flores - Acoustic Guitar,Celestial Conscience,1,41
Use Somebody - Acoustic Version,Isabella Celander,1,58
As Long as You Love Me,Erato;Charlotte Almgren,1,54
Can't Go Back,Rosi Golan,1,41
The Nights - Acoustic,Caj Morgan,3,46
月ひとしずく,Yosui Inoue;Tamio Okuda,3,26
Party of One (feat. Sam Smith),Brandi Carlile;Sam Smith,1,56
恋の魔力,Masaharu Fukuyama,3,27
Take Me Home,Us The Duo,1,46
ドサ回り数え歌,Takehara Pistol,1,26
純風,Kazuyoshi Saito,3,27
Fix You,Boyce Avenue;Tyler Ward,2,52
Truth,Front Porch Step,2,26
Jericho,Andrew Ripp,3,55
The Weakness In Me,Keisha White,3,26
Invincible,Eddie Vedder,2,51
Yellow Lines,Brendan James,3,51
What a Wonderful World,Joseph Sullinger,1,49
No More,Eddie Vedder,3,47
Spoonful,Howlin' Wolf,3,58
Over,Johnnyswim,2,27
Body Terror Song,AJJ,1,58
VI: Don't Let Love Bog You Down,RENT STRIKE,2,26
What Are You Doing New Years Eve,Johnnyswim,1,27
SOS - Acoustic Covers Versions,Covers Culture,1,26
The Power of Love,Gabrielle Aplin,1,27
Mosquitoes,Days N Daze,3,27
High 5,Calibretto 13,2,26
Don't Wanna Be Without Ya,Penny and Sparrow,3,58
Of Ballots and Barricades - Live,Ramshackle Glory,3,27
Dirty Little Rag,Rail Yard Ghosts,0,27
Day Old Coffee,Laura Jane Grace,3,26
Clawfoot,Pigeon Pit,2,26
Peach,Pigeon Pit,1,27
Alone in the Dark Mansion of Madness,Harley Poe,1,26
Skin Deep (feat. Derek Trucks),Buddy Guy;Derek Trucks,3,29
We Shall Not Overcome,Frank Turner,3,26
Northbound,Grace Petrie,2,26
Sombody else - Acoustic,Sara Farell,1,42
Stuck with U - Acoustic,Jonah Baker,1,51
Havana - Acoustic,Matt Johnson,3,53
Yakap,Zack Tabudlo,3,66
Sunflower,Sara Farell,1,51
Hollywood's Bleeding,Mother's Daughter;Beck Pete,1,40
Without You,Salty Snacks,1,38
Between the Stars,Canyon City,1,43
To Whom It May Concern,The Civil Wars,1,44
Issues - Acoustic,Sara Farell,1,47
花になる,Tamio Okuda,2,27
Unconditional,Richard Walters,1,52
Moth To A Flame - Acoustic Instrumental,Guus Dielissen,1,43
Bleeding Love,Boyce Avenue,1,56
Light,Jon Bryant,1,48
A Thousand Miles,Boyce Avenue;Alex Goot,3,43
Darkness Within,Michael Logen,2,33
Ikaw Lamang,Ice Seguerra,1,25
Over You,Ingrid Michaelson;A Great Big World,1,47
Stay Right Where You Are,Ingrid Michaelson,1,39
(I Just) Died In Your Arms - Acoustic,Carly Lyman;Jason Lux,1,47
Walking By Myself,Jimmy Rogers,3,50
KISSして,Masaharu Fukuyama,2,27
Nintendo,Todd Carey,3,47
Diamonds,Mone Kamishiraishi,3,26
We'll Make It Through,Ray LaMontagne,1,51
Untainted Innocence,Steve Pulvers,1,26
Afterglow - Stephan Baulig Remix,Andrew Foy;Renee Foy;Stephan Baulig,3,37
To the Wind,Chris Cresswell,2,25
What Love Really Means,JJ Heller,2,45
PEOPLE GET READY,Hanare Gumi,1,25
Lovin' Whiskey,Rory Block,1,26
Already Home,A Great Big World,3,44
Big Time,Johnnyswim,2,27
Canada,Bobbylene,1,25
Meet Me in the Shade,Chris Cresswell,3,24
I Am So Mad at You,AJJ,3,27
Wind in Your Sails,Joey Cape,3,25
Deathlessness,AJJ,2,27
"Little Blue Pills, Pt..3",Days N Daze,3,27
Drag Me Down,Son&Dad;Filip Nordin,3,25
None Exempt,Days N Daze,3,27
Going To Germany,Cannon's Jug Stompers,1,28
Rivers,Frank Turner,2,26
When I Was Your Man,Vendredi;ELLE,1,25
"Fry, Bacon, Fry (Die Pigs!)",Chad Hates George,1,26
"Dance, Motherfucker, Dance!",Violent Femmes,0,27
In the Midnight Hour (feat. J.J. Grey),Marc Broussard;J.J. Grey,3,26
Seven Nation Army - Acoustic Covers Versions of Popular Songs,Vendredi;Chrissy Dave,1,25
She's a Problem,Get Dead,3,25
Mood - Acoustic,Adam Christopher,3,50
Long Drive,Jason Mraz,2,43
Issues,Kina Grannis,1,46
Pink Sky Moon,Joe Brooks,1,34
Hold On,Chord Overstreet,1,35
We Don't Talk Anymore,Sara Farell,1,26
Beautiful Girls,J-Que Beenz,1,45
Something Beautiful,Tim Halperin,2,40
Right Here Waiting,Boyce Avenue,1,51
Cortes de Aragón,Roberto Diana;Muniesa,1,47
Whenever You're Around,Bootstraps,1,46
The One That Got Away,Boyce Avenue,3,45
With or Without You,Roses & Frey,1,55
深夜高速,Kazuyoshi Saito,3,26
She's The Song - Acoustic,Nathan Angelo,1,48
生きてることが辛いなら,Naotaro Moriyama,1,26
My Heart,The Perishers,3,45
アクセス,Masaharu Fukuyama,3,27
Life's What You Make It,Graham Colton,3,54
Memories (Instrumental Guitar),Guus Dielissen,1,37
Duet (feat. Stephanie Briggs),Penny and Sparrow;Stephanie Briggs,1,50
追憶の雨の中 (Original Version),Masaharu Fukuyama,2,27
Shallow,Boyce Avenue;Jennel Garcia,1,52
I Want It That Way - Acoustic Covers of Popular Songs,Son&Dad;Filip Nordin,1,51
明日へゆけ,Hanare Gumi,1,25
青空、ひとりきり - Remastered 2018,Yosui Inoue,3,26
Someday,Sakura Fujiwara,3,26
All The World (I Tell Myself),Correatown,1,38
Cried Like A Baby,Rory Block,3,25
Good Feeling,Violent Femmes,1,47
踊る人たち,Hanare Gumi,1,25
Si Te Vas,Aberola,1,26
So Help Me God,Front Porch Step,2,25
To-Do Lists (Color Coded),She/Her/hers,3,25
神無月にかこまれて - Remastered 2018,Yosui Inoue,3,26
7 Years,Eric Lumiere,1,25
Make It Easy On Yourself,Gail Blanco,1,25
Hollow Man,Harley Poe,3,26
Waves of Panic,Corporate Hearts,2,26
Miranda,Frank Turner,2,25
"Of Peace, Quiet And Monsters",Dan Andriano in the Emergency Room,1,25
Little Life,Frank Turner,2,25
Black Girls,Violent Femmes,3,26
Kick Your Lawyer in the Face,Days N Daze,3,26
Fast Track,Days N Daze,3,26
Maria,Harley Poe,3,26
"Corinna - From ""The Natch'l Blues""",Taj Mahal,1,29
Tall Cans,Pigeon Pit,1,26
You Get What You Give,Chuck Ragan,2,26
Four Simple Words,Frank Turner,2,25
Jireh (My Provider),Limoblaze;Lecrae;Happi,3,64
Ainda Há Tempo,Criolo,3,44
Fellini,Criolo,3,42
Lion Man,Criolo,3,46
Espiral de Ilusão,Criolo,1,44
Yemanjá Chegou,Criolo,3,43
Tô Pra Ver,Criolo;Rael,3,41
Terapia,BaianaSystem,3,39
Aló,Plastilina Mosh,3,40
Vasilhame,Criolo,0,43
Sucrilhos,Criolo,3,46
Chuva Ácida,Criolo,3,39
Breaco,Criolo,3,40
Reza Forte,BaianaSystem;BNegão,3,38
É o Teste,Criolo,3,41
Pequenina,Criolo;MC Hariel;Liniker;Maria Vilani;Jaques Morelenbaum,2,42
Milonga de Ojos Dorados (Alfredo Zitarrosa) - Live on Pardelion Music,Jorge Drexler;Sebastián Prada,1,38
Até Me Emocionei,Criolo,3,38
Vida Loka I - Live,Criolo;Emicida;Mano Brown,0,44
Demorô,Criolo,3,37
Guerra Batalha,BaianaSystem;Liz Reis,1,36
Duas Cidades,BaianaSystem,3,44
Mariô,Criolo,3,41
Só Mais Uma Noite - Live,Criolo;Emicida;Evandro Fióti,0,37
Pretos Ganhando Dinheiro Incomoda Demais,Criolo,3,48
Samba Sambei,Criolo,3,37
La Makinita,Juanafé,3,42
Me Corte na Boca do Céu a Morte Não Pede Perdão,Criolo;Milton Nascimento,1,44
Menino Mimado,Criolo,3,44
Aprendendo a Sobreviver,Criolo,3,41
Tengo Luquita,Juanafé,3,45
Primavera (Vai Chuva),Criolo,2,41
A Cada Vento - Live,Criolo;Emicida,0,41
Detergente,Samuca e a Selva,3,36
Nas Águas,Criolo,3,41
Plano de Voo,Criolo,2,41
Chiquitita,Juanafé,3,46
Freguês da Meia Noite,Criolo,3,39
Hora da Decisão,Criolo,3,37
"Jah Jah Revolta, Pt. 2",BaianaSystem,3,39
Dia da Caça,BaianaSystem,2,38
Fio de Pumo (Padê Onã),Criolo,3,42
Pegue Pra Ela,Criolo,3,37
Filha do Maneco,Criolo,3,37
Cria de Favela,Criolo,3,36
Boca Fofa,Criolo,3,36
Calçada,Criolo,3,37
Zica Vai Lá - Live,Criolo;Emicida,0,35
Subirusdoistiozin - Live,Criolo;Emicida,0,37
Darker Shade of Black,Jackie Mittoo,3,40
Meghar Jolonga,Pompi,0,25
Queens Highway,Menahan Street Band,2,64
Etérea,Criolo,3,32
Cabeça de Papel,BaianaSystem,3,37
Invisível,BaianaSystem,3,36
"Lambada de Oceanía, África y América",Los Pirañas,2,33
Fogo (Versão Estendida),BaianaSystem;Orquestra Afrosinfônica,2,36
Nauliza,BaianaSystem;Makavelli;Jaymitta,3,35
Mediterráneo,Jorge Drexler,3,33
Me Dê Motivo,Criolo,3,33
Sonar (Adubado),BaianaSystem;Buguinha Dub;Curumin;Edgar,3,34
Forasteiro,BaianaSystem,3,35
Oxidados,Plastilina Mosh,2,35
À Beça,Samuca e a Selva,0,33
Sueño Erótico,Los Amigos Invisibles,3,35
"Negro Amor (It's All Over Now, Baby Clue)",Jorge Drexler;Gal Costa,1,35
Povo Guerreiro,Criolo,3,34
Navio,BaianaSystem,3,35
No Sapatinho,Criolo,3,35
São Jorge,Metá Metá,3,33
O Segundo Sol,BaianaSystem;Cássia Eller,2,37
Amar Es Algo Más,Los Amigos Invisibles,3,36
Redoma,BaianaSystem;Samba de Lata de Tijuaçú,0,34
Viva (Melô Dos Vileiros) - Live,Criolo;Emicida,0,32
Samba Sambei (Dub Mix),Criolo,3,32
CertoPeloCertoh,BaianaSystem;VANDAL,3,34
Fat City Strut,Mandrill,3,34
"Fé Cega, Faca Amolada",Samuca e a Selva;Luedji Luna,3,32
La Bala,Juanafé,3,34
Chocolate,Criolo,3,34
Mariô - Live,Criolo,0,33
Demorô - Live,Criolo;Emicida,0,33
Panela,BaianaSystem;As Ganhadeiras de Itapuã,3,33
Reza Forte,BaianaSystem;BNegão,3,35
Human Disco Ball,Plastilina Mosh,3,35
Bala na Agulha,BaianaSystem,3,36
La Jardinera,Juanafé,3,33
Triunfo - Live,Criolo;Emicida,0,34
Grajauex - Live,Criolo;Emicida,0,33
Não Existe Amor Em SP - Live,Criolo;Emicida,0,35
Bogotá - Live,Criolo;Emicida,0,33
Black Organ,Jackie Mittoo,3,34
Stop That Train,Ernest Ranglin,1,3
Atrévete-Te-Te,Calle 13,0,75
Shimmy Shimmy Ya,El Michels Affair,2,49
Ruby,Ali Farka Touré;Toumani Diabaté,1,19
4 da Manhã – Deluxe Edition,Criolo,3,30
Água (Versão Estendida),BaianaSystem;Orquestra Afrosinfônica;Antonio Carlos & Jocafi,3,34
Organdí,Jorge Drexler,1,31
Sólo los dos (feat. Ferraz),Los Amigos Invisibles;Ferraz,3,34
Tô pra Onda,Afrocidade,3,29
Eres Mis Ganas,Los Amigos Invisibles,2,35
Bienvenidos A Mi Mundo,Calle 13,2,33
Tá Amarrado,OQuadro;Dimak,3,30
Agente Russo,Nomade Orquestra;Russo Passapusso,3,30
Alfazema,BaianaSystem;Nação Zumbi,3,32
Crece,Jorge Drexler,3,31
Alegria por un Zumo de Naranja Con Panela,Romperayo,3,30
Cóccix-ência,Criolo,2,31
Dulce,Los Amigos Invisibles,3,33
Ride On Baby - 1977 Version,William Onyeabor,3,31
La nieve en la bola de nieve,Jorge Drexler,1,30
Raminho,BaianaSystem,3,31
"Oxe, Como Era Doce",BaianaSystem,3,31
Uno,Jorge Drexler,3,30
Ode To Mauricio Garces,Plastilina Mosh,3,33
Aquiles por su talón es Aquiles,Jorge Drexler,1,31
Madurar,Samuca e a Selva,3,30
Te Lo Juro Por Madonna (Si Omba Ta Gueno),Plastilina Mosh,3,32
A Vida É Curta Pra Viver Depois,BaianaSystem;Carolaine,3,31
Bungaloo Punta Cometa,Plastilina Mosh,3,35
Dança de Airumã,BaianaSystem,3,31
"Barravenida, Pt. 2",BaianaSystem,2,31
Desengano da Vista,Bixiga 70,3,31
Flores Raras,Samuca e a Selva,3,31
Mercado,BaianaSystem,1,30
Obá Iná,Metá Metá,3,33
Río abajo,Jorge Drexler,3,30
Niño Bomba,Plastilina Mosh,3,35
Calamatraca,BaianaSystem,2,33
O Guarani,Orquestra Brasileira de Música Jamaicana,2,32
Ikeja Roads,Tony Allen,3,30
La infidelidad de la era informática,Jorge Drexler,3,30
Chapéu Panamá,BaianaSystem,3,31
Lion Man - Live,Criolo;Emicida,0,30
Sex Appeal,Los Amigos Invisibles,3,32
Corazón Tatú,Los Amigos Invisibles,3,33
Thank You Lord,CalledOut Music,3,45
Ai Du (with Ry Cooder),Ali Farka Touré,1,16
Bang Data,Bang Data,3,42
La Educación,QUITAPENAS,3,27
gorila,Morbo y Mambo,3,27
Shampoo,Plastilina Mosh,1,28
Canción Ecológica,Los Amigos Invisibles,3,30
Disco Ball,Los Amigos Invisibles,0,31
There's Music In The Air,Letta Mbulu,1,27
Go Back,Tony Allen;Damon Albarn,0,29
Contigo,Los Amigos Invisibles,3,30
Cumbia Elemental,Subhira,3,27
Acosadora - Radio Edit,La Misa Negra,3,28
JAJAJA,Plastilina Mosh,3,32
Enzo,Plastilina Mosh,0,31
Fuiste un Trozo de Hielo en la Escarcha,Juanafé;Demian Rodríguez,3,28
Sea - Cara B,Jorge Drexler,0,29
Chaltumay,Newen Afrobeat,3,28
Caminante,Newen Afrobeat,2,27
Como Ayer,Juanafé,3,29
Barravenida,BaianaSystem,3,27
Corneteiro Luís,BaianaSystem,3,29
De amor y de casualidad,Jorge Drexler,3,28
Mango Meat,Mandrill,3,28
Língua Felina – Deluxe Edition,Criolo,3,26
Como te Gusta (feat. C-Funk & McKlopedia),Los Amigos Invisibles;C-Funk;Mcklopedia,3,30
Si Tú Te Vas,Los Amigos Invisibles,3,30
Nada menos,Jorge Drexler,3,30
La Mara Tomaza,El Hijo De La Cumbia,3,26
Tubarão,BaianaSystem,3,28
Oxe,BaianaSystem;Bule Bule;Rapadura,3,30
Tamborero,Jorge Drexler,3,29
Espérame (Extended Mix),Los Amigos Invisibles,3,31
Amerikha Expressa,BaianaSystem,1,28
Jah Jah Revolta,BaianaSystem,3,30
King Cobra,The Budos Band,3,28
Nesse Mundo,BaianaSystem;Roberto Mendes,3,30
Pachamama,BaianaSystem;Claudia Manzo,3,29
Cais,Samuca e a Selva;Criolo,3,27
Fancy (feat. Spellbinder),The New Mastersounds;Spellbinder,3,30
Tema Di Malaika,Bixiga 70,3,27
O Carnaval Quem É Que Faz?,BaianaSystem,3,29
Rádio África,BaianaSystem,0,28
Princesa bacana,Jorge Drexler,3,28
Wall Street,Jackie Mittoo,3,29
Human Disco Ball,Plastilina Mosh,3,28
Cachete a Cachete,Los Amigos Invisibles,3,30
Coroné Antonio Bento,Criolo,2,28
Corneteiro Luís,BaianaSystem,3,30
Aquellos tiempos,Jorge Drexler,3,29
C.R.E.A.M.,El Michels Affair,1,55
Grateful,Limoblaze;Moses Bliss,3,45
Shout to the Lord,CalledOut Music,3,38
Desire,Limoblaze;Emandiong,3,49
Tezeta (Nostalgia),Mulatu Astatke,1,52
The Vibe,TJ Cream,3,26
O Caçador e a Flecha,Caê,3,25
LadoB,Afrocidade,2,25
YOU,Jor'dan Armstrong,3,27
BembaDub,BaianaSystem,2,26
Dilúvio de Solidão,Criolo,3,24
Belongs to You - EDM Remix,Sarah Téibo;Sigag Lauren;Paola Carla,3,26
Mi Gente,Timoneki;Silvana Estrada,2,25
No pienses de más,Jorge Drexler,3,27
Codo Con Codo,Jorge Drexler,1,27
12 Rounds (feat. Happi),Becca Folkes;Happi,0,25
Dueña de Mi,La Misa Negra,3,25
GRACE,Jor'dan Armstrong,3,27
Cumbia Cumbia,Thiago França,3,25
Quieren Efectos,Money Chicha,2,24
Lá Vem Você,Criolo,3,26
Show & Prove,Breakestra,3,26
Tristeza Não,Metá Metá,3,27
Nas Águas,Criolo,3,24
Menino Mimado,Criolo,3,25
Oxalá Babá,Africania,3,26
Vem,Samuca e a Selva,3,24
Gracias - Cara B,Jorge Drexler,1,26
Durante,Jorge Drexler,2,27
Dame el Mambo,Los Amigos Invisibles,3,28
Venga Mi Vida,Juanafé,3,26
Eu Vou no Gueto,Afrocidade,3,26
Give us your money (feat. Superthriller),Los Amigos Invisibles;Superthriller,3,27
No Es Fácil Amar,Los Amigos Invisibles,3,29
Abra Sua Cabeça,Abayomy Afrobeat Orquestra,3,25
Corazón de cristal,Jorge Drexler,1,27
Intro Crónica De Un Nacimiento,Calle 13,1,27
Viajero Frecuente del Amor,Los Amigos Invisibles,3,28
Open Your Eyes,Newen Afrobeat,3,25
Magus Mountain,The Budos Band,2,27
Vixe,BaianaSystem;Bule Bule,3,26
Catraca,BaianaSystem;Tonho Matéria,3,28
Capucha,BaianaSystem;Claudia Manzo,3,28
I´ve Got That Milton Pacheco Kinda Feeling - Melancolic Mix,Plastilina Mosh,2,28
